6.81,6.04,6.85
6.43,4.94,6.07
6.49,4.46,5.84
6.85,4.9,5.84
6.63,4.54,5.61
6.7,5.35,6.57
6.67,4.94,5.67
7.21,4.96,5
6.2,4.21,6.07
6.91,5.66,5.15
